"","X","X.1","date","ANZSOC.Group","Area.Unit","Meshblock","Territorial.Authority","Location"
"1423",1423,64805,"1/10/17","Aggravated Sexual Assault","Eureka.",955400,"Waikato District.","Waikato"
"1424",1424,64810,"1/10/17","Aggravated Sexual Assault","Lambton.",2127500,"Wellington City.","Wellington/ Lower-Central North"
"1425",1425,64815,"1/10/17","Aggravated Sexual Assault","999999",-376,"Dunedin City.","Southland/ Otago"
"1426",1426,64820,"1/10/17","Aggravated Sexual Assault","Papatoetoe East.",670300,"Auckland.","Auckland"
"1427",1427,65194,"1/11/17","Common Assault","Waihou Valley-Hupara.",35900,"Far North District.","Northland"
"1428",1428,65199,"1/11/17","Common Assault","Puhinui North.",671300,"Auckland.","Auckland"
"1429",1429,65204,"1/11/17","Common Assault","Rawhiti.",2559800,"Christchurch City.","Canterbury"
"1430",1430,65209,"1/11/17","Common Assault","Levin East.",1865301,"Horowhenua District.","Wellington/ Lower-Central North"
"1431",1431,65214,"1/11/17","Common Assault","Springfield.",1264600,"Rotorua District.","Bay Of Plenty"
"1432",1432,65219,"1/11/17","Common Assault","Milson.",1837501,"Palmerston North City.","West Coast/ Upper-Central North"
"1433",1433,65221,"1/11/17","Serious Assault Not Resulting in Injury","Elsdon-Takapuwahia.",2038700,"Porirua City.","Wellington/ Lower-Central North"
"1434",1434,65226,"1/11/17","Serious Assault Not Resulting in Injury","Cambridge Central.",965400,"Waipa District.","Waikato"
"1435",1435,65233,"1/11/17","Serious Assault Resulting in Injury","Urlich.",235008,"Auckland.","Auckland"
"1436",1436,65238,"1/11/17","Serious Assault Resulting in Injury","Linton Military Camp.",1798501,"Palmerston North City.","West Coast/ Upper-Central North"
"1437",1437,65244,"1/11/17","Common Assault","Woolston West.",2590700,"Christchurch City.","Canterbury"
"1438",1438,65249,"1/11/17","Common Assault","Winton.",3086500,"Southland District.","Southland/ Otago"
"1439",1439,65254,"1/11/17","Common Assault","Ferguson.",705200,"Auckland.","Auckland"
"1440",1440,65259,"1/11/17","Common Assault","Otorohanga Rural East.",999102,"Otorohanga District.","Waikato"
"1441",1441,65264,"1/11/17","Common Assault","Lake Horowhenua.",1855600,"Horowhenua District.","Wellington/ Lower-Central North"
"1442",1442,65266,"1/11/17","Serious Assault Not Resulting in Injury","Mairangi Bay.",151800,"Auckland.","Auckland"
"1443",1443,65273,"1/11/17","Serious Assault Resulting in Injury","Oaktree.",160500,"Auckland.","Auckland"
"1444",1444,65278,"1/11/17","Serious Assault Resulting in Injury","Stanley Park.",1141700,"South Waikato District.","Waikato"
"1445",1445,65279,"1/11/17","Common Assault","Mt Cook-Wallace Street.",2145300,"Wellington City.","Wellington/ Lower-Central North"
"1446",1446,65284,"1/11/17","Common Assault","Cannons Creek South.",2049401,"Porirua City.","Wellington/ Lower-Central North"
"1447",1447,65289,"1/11/17","Common Assault","Trafalgar.",2319000,"Nelson City.","Tasman/ South-West Coast"
"1448",1448,65294,"1/11/17","Common Assault","Newton.",412301,"Auckland.","Auckland"
"1449",1449,65299,"1/11/17","Common Assault","Orewa.",172401,"Auckland.","Auckland"
"1450",1450,65304,"1/11/17","Common Assault","Mangakakahi.",1226000,"Rotorua District.","Bay Of Plenty"
"1451",1451,65309,"1/11/17","Common Assault","Mangere South.",727200,"Auckland.","Auckland"
"1452",1452,65311,"1/11/17","Serious Assault Not Resulting in Injury","Enderley.",866500,"Hamilton City.","Waikato"
"1453",1453,65316,"1/11/17","Serious Assault Not Resulting in Injury","Kingdale.",233700,"Auckland.","Auckland"
"1454",1454,65323,"1/11/17","Serious Assault Resulting in Injury","Dargaville.",116100,"Kaipara District.","Northland"
"1455",1455,65328,"1/11/17","Serious Assault Resulting in Injury","Auckland Central West.",434000,"Auckland.","Auckland"
"1456",1456,65334,"1/11/17","Common Assault","Papakura East.",799108,"Auckland.","Auckland"
"1457",1457,65339,"1/11/17","Common Assault","Blenheim Central.",2299000,"Marlborough District.","Tasman/ South-West Coast"
"1458",1458,65344,"1/11/17","Common Assault","Hillsborough East.",570100,"Auckland.","Auckland"
"1459",1459,65349,"1/11/17","Common Assault","Whatawhata.",978700,"Waikato District.","Waikato"
"1460",1460,65354,"1/11/17","Common Assault","Newton.",412302,"Auckland.","Auckland"
"1461",1461,65361,"1/11/17","Serious Assault Not Resulting in Injury","Mangere Central.",741202,"Auckland.","Auckland"
"1462",1462,65366,"1/11/17","Serious Assault Not Resulting in Injury","Camberley.",1478800,"Hastings District.","Hawkes Bay/ Gisborne"
"1463",1463,65373,"1/11/17","Serious Assault Resulting in Injury","Ohaupo.",985901,"Waipa District.","Waikato"
"1464",1464,65378,"1/11/17","Serious Assault Resulting in Injury","Tauhoa-Puhoi.",146300,"Auckland.","Auckland"
"1465",1465,65384,"1/11/17","Common Assault","Addington.",2659500,"Christchurch City.","Canterbury"
"1466",1466,65389,"1/11/17","Common Assault","Cathedral Square.",2653400,"Christchurch City.","Canterbury"
"1467",1467,65394,"1/11/17","Common Assault","Manurewa Central.",751600,"Auckland.","Auckland"
"1468",1468,65399,"1/11/17","Common Assault","Oamaru Central.",2841700,"Waitaki District.","Canterbury"
"1469",1469,65404,"1/11/17","Common Assault","Auckland Central East.",438000,"Auckland.","Auckland"
"1470",1470,65409,"1/11/17","Common Assault","Mt Wellington Domain.",628300,"Auckland.","Auckland"
"1471",1471,65416,"1/11/17","Serious Assault Not Resulting in Injury","Greenmount.",711703,"Auckland.","Auckland"
"1472",1472,65421,"1/11/17","Serious Assault Not Resulting in Injury","Hastings Central.",1489802,"Hastings District.","Hawkes Bay/ Gisborne"
"1473",1473,65428,"1/11/17","Serious Assault Resulting in Injury","High St-Stuart St.",2899200,"Dunedin City.","Southland/ Otago"
"1474",1474,65433,"1/11/17","Serious Assault Resulting in Injury","Akarana.",581500,"Auckland.","Auckland"
"1475",1475,65439,"1/11/17","Common Assault","Heidelberg.",3150102,"Invercargill City.","Southland/ Otago"
"1476",1476,65444,"1/11/17","Common Assault","Mt Eden North.",542700,"Auckland.","Auckland"
"1477",1477,65449,"1/11/17","Common Assault","Cashmere West.",2550204,"Christchurch City.","Canterbury"
"1478",1478,65454,"1/11/17","Common Assault","Waimate.",2822100,"Waimate District.","Canterbury"
"1479",1479,65461,"1/11/17","Serious Assault Not Resulting in Injury","Palmerston North Central.",1831500,"Palmerston North City.","West Coast/ Upper-Central North"
"1480",1480,65468,"1/11/17","Serious Assault Resulting in Injury","Onehunga South East.",601700,"Auckland.","Auckland"
"1481",1481,65474,"1/11/17","Common Assault","Porirua Central.",2052500,"Porirua City.","Wellington/ Lower-Central North"
"1482",1482,65483,"1/11/17","Serious Assault Resulting in Injury","Green Island.",2959701,"Dunedin City.","Southland/ Otago"
"1483",1483,65484,"1/11/17","Common Assault","High St-Stuart St.",2899900,"Dunedin City.","Southland/ Otago"
"1484",1484,65489,"1/11/17","Common Assault","Tamatea South.",1454600,"Napier City.","Hawkes Bay/ Gisborne"
"1485",1485,65494,"1/11/17","Common Assault","Kelston Central.",272300,"Auckland.","Auckland"
"1486",1486,65499,"1/11/17","Common Assault","Glenview.",925202,"Hamilton City.","Waikato"
"1487",1487,65504,"1/11/17","Common Assault","Auckland Harbourside.",438214,"Auckland.","Auckland"
"1488",1488,65509,"1/11/17","Common Assault","Randwick Park.",759730,"Auckland.","Auckland"
"1489",1489,65516,"1/11/17","Serious Assault Not Resulting in Injury","Aidanfield.",2484402,"Christchurch City.","Canterbury"
"1490",1490,65521,"1/11/17","Serious Assault Not Resulting in Injury","Elsdon-Takapuwahia.",2038700,"Porirua City.","Wellington/ Lower-Central North"
"1491",1491,65523,"1/11/17","Serious Assault Resulting in Injury","Puhinui South.",673402,"Auckland.","Auckland"
"1492",1492,65528,"1/11/17","Serious Assault Resulting in Injury","Parkvale.",1472803,"Hastings District.","Hawkes Bay/ Gisborne"
"1493",1493,65570,"1/11/17","Aggravated Sexual Assault","Langbein.",2341100,"Nelson City.","Tasman/ South-West Coast"
"1494",1494,65572,"1/11/17","Non-Aggravated Sexual Assault","Upper Riccarton.",2542500,"Christchurch City.","Canterbury"
"1495",1495,65575,"1/11/17","Aggravated Sexual Assault","Iona.",1506600,"Hastings District.","Hawkes Bay/ Gisborne"
"1496",1496,65577,"1/11/17","Non-Aggravated Sexual Assault","Thorndon-Tinakori Road.",2118400,"Wellington City.","Wellington/ Lower-Central North"
"1497",1497,65580,"1/11/17","Aggravated Sexual Assault","Newtown East.",2167300,"Wellington City.","Wellington/ Lower-Central North"
"1498",1498,65582,"1/11/17","Non-Aggravated Sexual Assault","Taradale North.",1459302,"Napier City.","Hawkes Bay/ Gisborne"
"1499",1499,65590,"1/11/17","Aggravated Sexual Assault","Mangakino.",1290000,"Taupo District.","Waikato"
"1500",1500,65595,"1/11/17","Aggravated Sexual Assault","Kamo East.",84900,"Whangarei District.","Northland"
"1501",1501,65597,"1/11/17","Non-Aggravated Sexual Assault","Taradale North.",1459500,"Napier City.","Hawkes Bay/ Gisborne"
"1502",1502,67839,"1/4/18","Common Assault","Henderson South.",243300,"Auckland.","Auckland"
"1503",1503,67846,"1/4/18","Serious Assault Not Resulting in Injury","Yatton Park.",1174000,"Tauranga City.","Bay Of Plenty"
"1504",1504,67849,"1/4/18","Common Assault","Inlet-Bay of Islands.",58901,"Far North District.","Northland"
"1505",1505,67856,"1/4/18","Serious Assault Not Resulting in Injury","Masterton West.",2237100,"Masterton District.","Wellington/ Lower-Central North"
"1506",1506,67864,"1/4/18","Common Assault","Masterton Central.",2245100,"Masterton District.","Wellington/ Lower-Central North"
"1507",1507,67871,"1/4/18","Serious Assault Not Resulting in Injury","Netherby.",2734300,"Ashburton District.","Canterbury"
"1508",1508,67879,"1/4/18","Common Assault","Papatoetoe West.",657700,"Auckland.","Auckland"
"1509",1509,67884,"1/4/18","Common Assault","Highfield.",2788000,"Timaru District.","Canterbury"
"1510",1510,67886,"1/4/18","Serious Assault Not Resulting in Injury","Woodend.",2446903,"Waimakariri District.","Canterbury"
"1511",1511,67891,"1/4/18","Serious Assault Not Resulting in Injury","Warkworth.",141304,"Auckland.","Auckland"
"1512",1512,67893,"1/4/18","Serious Assault Resulting in Injury","Aro Street-Nairn Street.",2157900,"Wellington City.","Wellington/ Lower-Central North"
"1513",1513,67894,"1/4/18","Common Assault","Spreydon.",2643400,"Christchurch City.","Canterbury"
"1514",1514,67899,"1/4/18","Common Assault","Opawa.",2585900,"Christchurch City.","Canterbury"
"1515",1515,67901,"1/4/18","Serious Assault Not Resulting in Injury","Kingsley-Chatham.",1470305,"Hastings District.","Hawkes Bay/ Gisborne"
"1516",1516,67909,"1/4/18","Common Assault","Willis Street-Cambridge Terrace.",2131300,"Wellington City.","Wellington/ Lower-Central North"
"1517",1517,67916,"1/4/18","Serious Assault Not Resulting in Injury","Morrinsville West.",1086004,"Matamata-Piako District.","Waikato"
"1518",1518,67919,"1/4/18","Common Assault","Lochain.",1474001,"Hastings District.","Hawkes Bay/ Gisborne"
"1519",1519,67926,"1/4/18","Serious Assault Not Resulting in Injury","Levin East.",1862800,"Horowhenua District.","Wellington/ Lower-Central North"
"1520",1520,67934,"1/4/18","Common Assault","Edgecumbe.",1320700,"Whakatane District.","Bay Of Plenty"
"1521",1521,67936,"1/4/18","Serious Assault Not Resulting in Injury","Homedale West.",2019300,"Lower Hutt City.","Wellington/ Lower-Central North"
"1522",1522,67950,"1/4/18","Aggravated Sexual Assault","Te Puke East.",1215000,"Western Bay of Plenty District.","Bay Of Plenty"
"1523",1523,67955,"1/4/18","Aggravated Sexual Assault","Glendene South.",273500,"Auckland.","Auckland"
"1524",1524,67960,"1/4/18","Aggravated Sexual Assault","Rangoon Heights.",2090203,"Wellington City.","Wellington/ Lower-Central North"
"1525",1525,68279,"1/5/18","Common Assault","Auckland Central West.",434300,"Auckland.","Auckland"
"1526",1526,68284,"1/5/18","Common Assault","Adelaide.",2149300,"Wellington City.","Wellington/ Lower-Central North"
"1527",1527,68289,"1/5/18","Common Assault","Victoria.",1236600,"Rotorua District.","Bay Of Plenty"
"1528",1528,68294,"1/5/18","Common Assault","Willis Street-Cambridge Terrace.",2135700,"Wellington City.","Wellington/ Lower-Central North"
"1529",1529,68301,"1/5/18","Serious Assault Not Resulting in Injury","Porirua Central.",2052400,"Porirua City.","Wellington/ Lower-Central North"
"1530",1530,68306,"1/5/18","Serious Assault Not Resulting in Injury","Manukau Central.",780209,"Auckland.","Auckland"
"1531",1531,68308,"1/5/18","Serious Assault Resulting in Injury","Te Kauwhata.",938500,"Waikato District.","Waikato"
"1532",1532,68313,"1/5/18","Serious Assault Resulting in Injury","Welcome Bay East.",1180404,"Tauranga City.","Bay Of Plenty"
"1533",1533,68318,"1/5/18","Serious Assault Resulting in Injury","Mount Bryan.",1596000,"New Plymouth District.","West Coast/ Upper-Central North"
"1534",1534,68319,"1/5/18","Common Assault","Whangarei Central.",101602,"Whangarei District.","Northland"
"1535",1535,68324,"1/5/18","Common Assault","Wanganui Collegiate.",1722000,"Wanganui District.","West Coast/ Upper-Central North"
"1536",1536,68329,"1/5/18","Common Assault","Ranui South.",236201,"Auckland.","Auckland"
"1537",1537,68334,"1/5/18","Common Assault","Palmerston North Central.",1829100,"Palmerston North City.","West Coast/ Upper-Central North"
"1538",1538,68341,"1/5/18","Serious Assault Not Resulting in Injury","Beerescourt.",902000,"Hamilton City.","Waikato"
"1539",1539,68346,"1/5/18","Serious Assault Not Resulting in Injury","Paraparaumu Central.",2003709,"Kapiti Coast District.","Wellington/ Lower-Central North"
"1540",1540,68353,"1/5/18","Serious Assault Resulting in Injury","Sunnybrook.",1229901,"Rotorua District.","Bay Of Plenty"
"1541",1541,68359,"1/5/18","Common Assault","Palmerston North Central.",1829200,"Palmerston North City.","West Coast/ Upper-Central North"
"1542",1542,68364,"1/5/18","Common Assault","Waikanae West.",1875700,"Kapiti Coast District.","Wellington/ Lower-Central North"
"1543",1543,68369,"1/5/18","Common Assault","Ponsonby West.",428600,"Auckland.","Auckland"
"1544",1544,68374,"1/5/18","Common Assault","Poraiti.",1401301,"Napier City.","Hawkes Bay/ Gisborne"
"1545",1545,68379,"1/5/18","Common Assault","Kingswell-Clifton.",3152100,"Invercargill City.","Southland/ Otago"
"1546",1546,68386,"1/5/18","Serious Assault Not Resulting in Injury","Frimley.",1477100,"Hastings District.","Hawkes Bay/ Gisborne"
"1547",1547,68391,"1/5/18","Serious Assault Not Resulting in Injury","Gisborne Airport.",1374500,"Gisborne District.","Hawkes Bay/ Gisborne"
"1548",1548,68393,"1/5/18","Serious Assault Resulting in Injury","Taupo Central.",1272000,"Taupo District.","Waikato"
"1549",1549,68398,"1/5/18","Serious Assault Resulting in Injury","Mt Pleasant.",2698802,"Christchurch City.","Canterbury"
"1550",1550,68403,"1/5/18","Serious Assault Resulting in Injury","Manurewa Central.",750700,"Auckland.","Auckland"
"1551",1551,68408,"1/5/18","Serious Assault Resulting in Injury","Weymouth West.",773813,"Auckland.","Auckland"
"1552",1552,68409,"1/5/18","Common Assault","Grafton West.",440901,"Auckland.","Auckland"
"1553",1553,68414,"1/5/18","Common Assault","Auckland Central East.",438104,"Auckland.","Auckland"
"1554",1554,68419,"1/5/18","Common Assault","Millhouse.",3204003,"Auckland.","Auckland"
"1555",1555,68424,"1/5/18","Common Assault","Mt Eden North.",542700,"Auckland.","Auckland"
"1556",1556,68429,"1/5/18","Common Assault","Tahawai.",1181703,"Western Bay of Plenty District.","Bay Of Plenty"
"1557",1557,68434,"1/5/18","Common Assault","Whangarei Central.",100200,"Whangarei District.","Northland"
"1558",1558,68436,"1/5/18","Serious Assault Not Resulting in Injury","Onehunga North East.",594400,"Auckland.","Auckland"
"1559",1559,68441,"1/5/18","Serious Assault Not Resulting in Injury","Palmerston North Hospital.",1833000,"Palmerston North City.","West Coast/ Upper-Central North"
"1560",1560,68448,"1/5/18","Serious Assault Resulting in Injury","Tamatea North.",1451000,"Napier City.","Hawkes Bay/ Gisborne"
"1561",1561,68453,"1/5/18","Serious Assault Resulting in Injury","Karapiro.",1123000,"Waipa District.","Waikato"
"1562",1562,68458,"1/5/18","Serious Assault Resulting in Injury","Hawera South.",1644100,"South Taranaki District.","West Coast/ Upper-Central North"
"1563",1563,68464,"1/5/18","Common Assault","One Tree Hill Central.",623200,"Auckland.","Auckland"
"1564",1564,68469,"1/5/18","Common Assault","Kingseat.",811002,"Auckland.","Auckland"
"1565",1565,68474,"1/5/18","Common Assault","West End.",1808300,"Palmerston North City.","West Coast/ Upper-Central North"
"1566",1566,68479,"1/5/18","Common Assault","Hamilton Central.",911102,"Hamilton City.","Waikato"
"1567",1567,68484,"1/5/18","Common Assault","Glen Innes North.",466500,"Auckland.","Auckland"
"1568",1568,68486,"1/5/18","Serious Assault Not Resulting in Injury","Mt Wellington Domain.",627900,"Auckland.","Auckland"
"1569",1569,68491,"1/5/18","Serious Assault Not Resulting in Injury","Sunnyvale.",277600,"Auckland.","Auckland"
"1570",1570,68498,"1/5/18","Serious Assault Resulting in Injury","Cathedral Square.",2652200,"Christchurch City.","Canterbury"
